ID,Layer_1,ObsDate,County,County_lsad,SWCD_name,Year,shape,Land_Cover_Class,Description,
3455,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.313747285714, 36.908748),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3456,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.317346, 36.908116),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3457,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.318383217391, 36.928725),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3458,71,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.282063952381, 36.938818),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3459,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.300296692308, 36.926772),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3460,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.329247872727, 36.925576),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3461,95,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.283520712329, 36.937593),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
3462,90,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.304848970588, 36.922588),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
3463,52,3/24/2015,Rio Arriba,Rio Arriba County,East Rio Arriba,2015,c(-106.202411, 36.989862),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3464,52,7/21/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.122839205882, 36.85304),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3465,90,7/15/2015,Rio Arriba,Rio Arriba County,East Rio Arriba,2015,c(-106.123610009804, 36.853416),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
3466,95,8/11/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.122236384615, 36.852332),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
3467,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.984515444444, 36.795654),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3468,22,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-106.120447006944, 36.687243),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3469,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.983355, 36.717025),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3470,22,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.965756888889, 36.608722),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3471,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.982995, 36.726995),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3472,71,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.981995, 36.738995),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3473,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.981995, 36.730995),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3474,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.981995, 36.730995),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3475,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.967996888889, 36.619002),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3476,52,7/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.122395560268, 36.852961),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3477,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.983075055556, 36.704065),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3478,52,3/24/2015,Rio Arriba,Rio Arriba County,East Rio Arriba,2015,c(-106.223999695906, 36.989822),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3479,52,7/15/2015,Rio Arriba,Rio Arriba County,East Rio Arriba,2015,c(-106.1282566, 36.854628),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3480,42,7/31/2011,Rio Arriba,Rio Arriba County,East Rio Arriba,2011,c(-106.701988857143, 36.038368),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3481,52,7/15/2003,Rio Arriba,Rio Arriba County,East Rio Arriba,2003,c(-106.399982503217, 36.229731),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3482,52,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.982995, 36.723995),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3483,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.983645055556, 36.713475),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3484,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.981995, 36.752995),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3485,21,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.982995, 36.726995),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3486,71,6/30/2000,Rio Arriba,Rio Arriba County,East Rio Arriba,2000,c(-105.981995, 36.749995),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3487,21,8/8/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.762671698083, 36.125496),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3488,52,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.785582589242, 36.079756),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3489,21,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.762657255959, 36.127238),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3490,42,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.76423042096, 36.123891),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3491,52,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.772526373887, 36.11072),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3492,90,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.76828144839, 36.118674),Woody Wetlands,Areas where forest or shrubland vegetation accounts for at least 20% of cover and the soil is periodically saturated with water.
3493,42,8/8/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.795659821332, 36.078249),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3494,42,8/8/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.789972577586, 36.072426),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3495,42,8/8/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.794107555556, 36.076722),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3496,42,8/8/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.79734802506, 36.079501),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3497,21,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.809010928571, 36.058958),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3498,21,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.807401857143, 36.058761),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3499,22,8/7/2016,Rio Arriba,Rio Arriba County,East Rio Arriba,2016,c(-105.806349307692, 36.058986),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3500,95,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.311587024155, 36.909686),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
3501,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.300296692308, 36.926772),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3502,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.329247872727, 36.925576),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3503,95,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.283520712329, 36.937593),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
3504,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.314088538726, 36.913122),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3505,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.317346, 36.908116),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3506,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.313747285714, 36.908748),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3507,71,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.282063952381, 36.938818),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3508,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.318383217391, 36.928725),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3509,71,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.107081, 36.825927),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3510,71,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.068335, 36.843651),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3511,71,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.064539, 36.846287),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3512,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.003129, 36.848109),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3513,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.082642625, 36.852063),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3514,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.031563258771, 36.655266),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3515,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.03146644, 36.653969),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3516,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.034974758772, 36.650576),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3517,22,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.036903652778, 36.650638),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3518,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.037577472807, 36.652336),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3519,43,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.038817588696, 36.653791),Mixed Forest,Areas dominated by trees where neither deciduous nor evergreen species represent more than 75% of the cover.
3520,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.040456375439, 36.654853),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3521,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.043512768148, 36.654061),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3522,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.045103970149, 36.65305),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3523,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.046261798233, 36.650696),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3524,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.044569882729, 36.64821),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3525,22,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.045957452153, 36.646585),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3526,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.049965686441, 36.645021),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3527,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.051122733333, 36.644808),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3528,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.055666212329, 36.643043),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3529,42,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.057917333333, 36.64163),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3530,41,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.059426703704, 36.640738),Deciduous Forest,Areas dominated by trees where 75% or more of the trees lose their leaves seasonally.
3531,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.061431332043, 36.640039),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3532,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.071084366396, 36.646859),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3533,22,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.072219904713, 36.6469),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3534,21,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.028981930052, 36.653628),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3535,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.051515162062, 36.364998),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3536,95,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.046899144, 36.36705),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
3537,95,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.079495599542, 36.458404),Emergent Herbaceous Wetlands,"Areas dominated by herbaceous vegetation, including grasses and sedges, and saturated or flooded for a significant portion of the year."
3538,82,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.187605714313, 36.345323),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
3539,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.046921724123, 36.396324),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3540,21,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.187954349132, 36.346678),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3541,21,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.1892724325, 36.333267),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3542,21,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.186377911932, 36.346317),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3543,21,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.185931620226, 36.347165),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3544,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.051214180406, 36.365166),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3545,71,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.21378761, 36.360626),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3546,21,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.188232972222, 36.32098),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3547,52,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.204137035714, 36.319459),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3548,21,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.191865275862, 36.340478),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3549,82,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.191105994203, 36.341552),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
3550,82,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.18952926118, 36.343344),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
3551,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.044070543478, 36.391708),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3552,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.210763460856, 36.358515),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3553,71,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.207514206897, 36.357505),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3554,71,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.203691790203, 36.355813),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3555,82,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.195212607352, 36.351376),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
3556,42,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.1989035625, 36.393937),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3557,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.045498660952, 36.377789),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3558,42,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.15812369105, 36.631453),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3559,42,6/26/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.147565800722, 36.625282),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3560,71,7/5/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.223533973548, 36.522887),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3561,52,7/3/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.2922576, 36.510056),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3562,42,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.223273322569, 36.522647),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3563,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.292287238039, 36.510045),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3564,21,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.18881057768, 36.330993),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3565,22,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.173885626598, 36.344436),"Developed, Low Intensity",Areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20-49% of total cover.
3566,21,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.179407723961, 36.347493),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3567,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.040868348185, 36.384692),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3568,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.234712230769, 36.336832),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3569,42,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.285560285714, 36.33573),Evergreen Forest,Areas dominated by trees where 75% or more of the trees remain green all year.
3570,52,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.192093857143, 36.320228),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3571,52,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.208774030303, 36.319184),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3572,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.223190625, 36.327814),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3573,21,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.176532298851, 36.269991),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3574,21,6/30/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.18216546, 36.297009),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3575,21,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.113520151054, 36.494493),"Developed, Open Space","Areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20% of total cover."
3576,52,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.043293671698, 36.391352),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3577,82,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.199743036714, 36.353849),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
3578,82,7/1/2014,Rio Arriba,Rio Arriba County,East Rio Arriba,2014,c(-106.190761042684, 36.339003),Cultivated Crops,"Areas used for the production of crops such as corn, soybeans, vegetables, and tobacco."
3579,71,9/3/2010,Rio Arriba,Rio Arriba County,East Rio Arriba,2010,c(-106.509097, 36.011274),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3580,71,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.06746, 36.851742),Grassland/Herbaceous,"Areas dominated by herbaceous grasses and forbs, generally without woody vegetation."
3581,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.104648625, 36.848765),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
3582,52,9/9/1999,Rio Arriba,Rio Arriba County,East Rio Arriba,1999,c(-106.005680123563, 36.652427),Shrub/Scrub,Areas dominated by shrubs; less than 5 meters tall with shrub canopy typically greater than 20% of total vegetation.
