"","Field1","Project_Ti","Grantee","Grantee_Ty","Project_Sp","County","Project_La","Amount_Spe","Practices","Project_Su","Town","Zip_Code","Cropland","Rangeland","Orchard","Subsistenc","Forest_Lan","Wildlife_H","Cover_crop","Planting_h","Establishi","No_till_co","Multi_crop","Crop_lives","Planned_gr","Bale_grazi","Mulching","Compost_ap","Microbial_","Wetland_ri","Other","Eligible_E","Creator","Editor","X","Y","FID","EditDate","CreationDa","Acres","Project_Ye"
"74",74,"Experimental Restoration of Wittman Property","Kevin Wittman","Individual Applicant","Taos SWCD","Taos","Rangeland",611.24,"Planting mixed cover crops; establishing native grass and vegetation; mulching; soil microbial stimulation and inoculation; invasive plant removal","Using 16 10'x10' test plots, evaluate the effectiveness of using three interventions, physical clearing, herbicide, and halfstrength herbicide, to reduce sage on degraded rangeland and produce more biodiversity which will lead to improved soil health. All five of the conservation principles will be incorporated.","Tres Piedras",87577,"N","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","Y","N","Y","N","Y","Taos SWCD","NMSU_SparcLab","NMSU_SparcLab",-11768843.7448,4379121.3764,74,"2023-06-11","2023-06-11",0,2023
"75",75,"Soil Recovery & crop land development","Jeff Hood","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland",4072.5,"Planting cover crops; planting hedgerows; conservation tillage; mulching; compost application; soil microbial stimulation and inoculation; invasive plant management","I want to recover 10,000 sq. ft. of land that has been fallow for 30 years by clearing elms, leveling the land, adding compost, shallow tilling, and growing cover crops.","Velarde",87582,"Y","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","Y","Y","Y","N","Y","East Rio Arriba SWCD","NMSU_SparcLab","NMSU_SparcLab",-11797508.8509,4322023.4614,75,"2023-06-11","2023-06-11",0,2023
"76",76,"After Hermit's Peak Fire in Mora County: Ledoux Grange Producer Project","Ledoux Grange","Individual Applicant","Taos SWCD","Mora","Cropland; Rangeland; Orchard",17889.38,"Planting cover crops; establishing native vegetation & pollinator habitat; no-till seeding; planned grazing; integrated crop-livestock systems; mulching; compost production & application; manure application; biochar application; wetland and riparian restoration","33 acres of historically/culturally rich, but degraded, cropland, gardens, orchard, and pasture are threatened by soil erosion, decreased plant productivity, pasture overgrazing, low soil organic matter, bare ground exposure, and riparian destabilization. Using yaks for intensive, grazing/stomping and adding biochar, compost and cover crops will improve healthy soil biodiversity.","Ledoux",87745,"Y","Y","Y","N","N","N","Y","N","Y","Y","N","Y","Y","N","Y","Y","N","Y","Y","Taos SWCD","NMSU_SparcLab","NMSU_SparcLab",-11727913.1582,4289270.1282,76,"2023-06-11","2023-06-11",32,2023
"77",77,"Improving Soil with Beehives","Benjamin James Scott","Individual Applicant","Coronado SWCD","Sandoval","Rangeland; Riparian Habitat",12733.25,"Planting cover crops and pollinator habitat; no-till seeding; planned grazing; integrated crop livestock system; mulching; compost application; on-site wetland and riparian restoration; introducing beehives","Place 10 strong beehives on one (1) acre in the rangeland/riparian near the confluence of the Angostura Arroyo, Jemez River, and Rio Grande as part of a larger project to restore approximately 50-acres of disturbed and eroded land. Sandy loamy soil requires cover crop, rotational grazing, and temporary supplemental water.","Algodones",87001,"N","Y","N","N","N","Y","Y","N","Y","Y","N","Y","Y","N","Y","Y","N","Y","Y","Coronado SWCD","NMSU_SparcLab","NMSU_SparcLab",-11856919.2666,4214044.6409,77,"2023-06-11","2023-06-11",1,2023
"78",78,"Dotty Tree Farm - Soil Enrichment Program","Dotty Tree Farm","Individual Applicant","Coronado SWCD","Sandoval","Cropland; Orchard",15661.24,"Planting cover crops, hedgerows, and other native vegetation; multi-cropping; adopting reduced tillage; planned grazing with appropriate graze and recovery periods and herd effect; integrated crop-livestock systems; mulching; compost application; soil microbial stimulation and inoculation; on-site wetland and riparian restoration","Concerns on our farm are compaction, organic matter depletion, soil organism habitat loss or degradation and aggregate instability. Each of these resource concerns have associated indicators and corrective practices published by the NRCS for us to take corrective action. The soils are anticipated to be significantly depleted.","Placitas",87043,"Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Coronado SWCD","NMSU_SparcLab","NMSU_SparcLab",-11847908.8681,4205804.208,78,"2023-06-11","2023-06-11",8,2023
"79",79,"Hay Feeding and Fertilization","Spur Lake Cattle Company","Individual Applicant","Socorro SWCD","Catron","Rangeland",20580,"Planned grazing with appropriate graze and recovery periods and herd effect; mulching; bale grazing","This project is conducted on 30 acres of rangeland in order to improve soil tilth, water infiltration and fertility. The conservation practice it implements is adding hay as compost as well as soluble n,p &k processed through the rumen of cattle and incorporated into the soil through hoof action.","Luna",87829,"N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","N","N","N","Socorro SWCD","NMSU_SparcLab","NMSU_SparcLab",-12120037.3547,4023881.5724,79,"2023-06-11","2023-06-11",30,2023
"80",80,"Moss Free Farms","Moss Free Farms","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland; Riparian Habitat",9413.53,"Planting cover crops; planting hedgerows; multi-cropping; reduced tillage; integrated crop-livestock system; mulching; compost and biochar application; soil microbial stimulation and inoculation; on-site wetland and riparian restoration","Releaf Farm is requesting funds to support the integration of a sustainable soil management plan. During the first planting season, Releaf Farm recognized that managing the soil is crucial to improving soil health and increasing crop yields. Several issues on the land have been identified that can begin to be remedied with cover cropping.","La Madera",87549,"Y","N","N","N","N","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","East Rio Arriba SWCD","NMSU_SparcLab","NMSU_SparcLab",-11799375.6785,4357886.9742,80,"2023-06-11","2023-06-11",5,2023
"81",81,"Establishing A Cover Crop Pasture at Bright Corn Farm","Bright Corn Farm","Individual Applicant","Ciudad SWCD","Bernalillo","Cropland; Rangeland",1868.33,"Planting cover crops; no-till seeding; rotational grazing; integrated crop-livestock systems; compost tea application","Bright Corn Farm will transform a portion of our land into a cover crop area to allow us to rotationally graze our small herd of goats. We will also increase vegetable yield through cover cropping & applying compost tea. We aim to build organic matter, increase biodiversity and improve water retention.","Albuquerque",87105,"Y","Y","N","N","N","N","Y","N","N","Y","N","Y","Y","N","N","Y","Y","N","N","Ciudad SWCD","NMSU_SparcLab","NMSU_SparcLab",-11879185.1894,4165575.5094,81,"2023-06-11","2023-06-11",2,2023
"82",82,"Demonstration of keyline design to create drought adapted landscapes","The Ranch at Ojito","Individual Applicant","Cuba SWCD","Rio Arriba","Rangeland",9970.23,"Planting cover crops; soil microbial stimulation and inoculation; keyline plowing","The proposed project will apply keyline design principles and tools to a degraded 10-acre rangeland pasture. We will install shallow (6-10"") swales on contour - not grant funded. In between swales, a keyline plow will create deep (20"") infiltration channels into which microbial inoculant and seed will be added.","Lindrith",87029,"N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","Cuba SWCD","NMSU_SparcLab","NMSU_SparcLab",-11922448.0251,4353635.2347,82,"2023-06-11","2023-06-11",10,2023
"83",83,"Crane's Landing Soil Improvement Project","Mike Gaglio","Individual Applicant","Doña Ana SWCD","Doña Ana","Rangeland; Riparian Wildlife Habitat",24125.29,"Planting cover crops, perennials, hedgerows, native grasses and other native vegetation; multi-cropping; mulching; wetland and riparian restoration; keyline plowing","Keyline plowing, imprinting, seeding, and mulching with the goal of enlivening compacted soils, incorporating residues of existing mulch into topsoil, inhibiting invasive undesirable weeds, and promoting a diverse mix of desirable species of native grasses and wildflowers to support soil health, pollinators, and bird diversity.","Rincon",87940,"N","Y","N","N","N","Y","Y","N","N","N","Y","N","N","N","Y","N","N","N","Y","Doña Ana SWCD","NMSU_SparcLab","NMSU_SparcLab",-11918429.4406,3851902.185,83,"2023-06-11","2023-06-11",73,2023
"84",84,"La Plata Legacy Rangeland Wildlife and Conservation Project","J. Scot and Sheila Fishburn Living Trust","Individual Applicant","San Juan SWCD","San Juan","Rangeland",20563.58,"Planting native grasses and other native vegetation; planned grazing with appropriate graze and recovery periods and herd effect; integrated crop livestock systems; mulching; compost application","La Plata Legacy Rangeland Wildlife and Conservation Project seeks to restore and improve 67 acres of rangeland to counteract erosion, improve grasses that will provide grazing and cover for native species such as deer, pheasants and pronghorn, by providing soil cover, maximizing biodiversity and integrating animals into the land management.","Farmington",87401,"N","Y","N","N","N","N","N","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","San Juan SWCD","NMSU_SparcLab","NMSU_SparcLab",-12048199.9665,4417699.8723,84,"2023-06-11","2023-06-11",67,2023
"85",85,"Wellspring Ranch - Rangeland Improvements","Wellspring Ranch and Stables","Individual Applicant","Colfax SWCD","Colfax","Rangeland",3962.09,"Planting native grasses and other native vegetation; planned grazing with appropriate graze and recovery periods and herd effect; invasive brush management","The project area includes approximately 85 acres of rangeland split between three fenced pastures. Project goals include increasing pasture rotation/rest ability by increasing water access, removing brush (yucca) to control overgrowth, and increasing ground cover and biodiversity on the grazable lands.","Raton",87740,"N","Y","N","N","N","N","N","N","Y","N","N","N","Y","N","N","N","N","N","Y","Colfax SWCD","NMSU_SparcLab","NMSU_SparcLab",-11625870.5273,4426027.8881,85,"2023-06-11","2023-06-11",85,2023
"86",86,"Pipeline & Drinking Tank Installation to Maximize Adaptive Grazing to Enhance Soil Health","CS Ranch","Individual Applicant","Colfax SWCD","Colfax","Rangeland",23653,"Planned grazing with appropriate graze and recovery periods and herd effect","Installation of approximately 4.02 miles (21,260 feet) of pipeline and three drinking tanks that will impact the grazing of 11,565 acres of rangeland on the ranch. This will enhance our ability to maximize the adaptive, high intensity grazing principles we put into practice on the ranch.","Cimarron",87714,"N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Colfax SWCD","NMSU_SparcLab","NMSU_SparcLab",-11677160.6874,4370046.8914,86,"2023-06-11","2023-06-11",11565,2023
"87",87,"Umami Gardens Heathy Soils 2022","Umami Gardens","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland",17217.08,"Planting cover crops; planting hedgerows; establishing pollinator habitat; multi-cropping; conservation tillage; mulching; compost application; soil microbial stimulation and inoculation","Umami Gardens will expand the farm by .5 acres using the soil health principles of cover cropping, no till, organic based soil amendments, mulching and pollinator habitat establishment to address the resource concerns of soil erosion, minimal soil organic matter, aggregate stability, lack of biodiversity and ongoing drought.","Abiquiu",87510,"Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","East Rio Arriba SWCD","NMSU_SparcLab","NMSU_SparcLab",-11837653.2767,4329730.7093,87,"2023-06-11","2023-06-11",0,2023
"88",88,"Bee-utiful Farms","Bee-utiful Farms","Individual Applicant","Ciudad SWCD","Sandoval","Cropland; Orchard; Pollinator Habitat; Urban Garden",17334.02,"Planting cover crops; establishing pollinator habitat; multi-cropping; adopting no-till; mulching; compost application","Goals: -Establishing pollinator and bird habitat with fruit/nut trees, cover-crops, cash-crops, wild-flowers, keeping the soil covered to minimize wind & soil disturbance; -Maximizing biodiversity by amending soil with compost/mulch, & integrating pollinators, birds, & earthworms to mitigate low-soil-organic-matter, poor-soil structure, & lack of biodiversity; -Adopting no-till farming to minimize soilcompaction & maintain a living-root; ~0.5acres","Rio Rancho",87144,"Y","N","Y","Y","N","N","Y","N","Y","Y","Y","N","N","N","Y","Y","N","N","N","Ciudad SWCD","NMSU_SparcLab","NMSU_SparcLab",-11866947.323,4204084.1327,88,"2023-06-11","2023-06-11",0,2023
"89",89,"Connecting Rural Youth to Nature, Agricultural, & Outdoor Programming","Northern Youth Project","Individual Applicant","East Rio Arriba SWCD","Rio Arriba","Cropland; Bosque",4589.08,"Planting cover crops, perennials, hedgerows, native grasses and other native vegetation; multi-cropping; conservation tillage; mulching; compost production & application","We are a space where youth learn sustainable farming practices. On our .50 acres, the following will be implemented to improve soil health: optimize irrigation, increase trees, perennials & native plants; improve terraces; improve compost system; increase mulching and no-till beds. All will be completed with hands-on learning for youth.","Abiquiu",87510,"Y","N","N","N","N","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","N","N","East Rio Arriba SWCD","NMSU_SparcLab","NMSU_SparcLab",-11835532.9539,4329560.6005,89,"2023-06-11","2023-06-11",0,2023
"90",90,"Dryland Soil Cover in Taos County","Taos SWCD","Eligible Entity","N/A","Taos","Cropland; Rangeland",55912.25,"Planting cool season cover crops; education on soil health principles","This project incorporates 2 missions: one physical and one educational. The physical part will be focused on utilizing cool season cover crops to armor soils on 200 acres. The educational part will focus on the importance of soil cover and living roots and effective strategies to rebuild soil cover.","Taos",87571,"Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","Taos SWCD","NMSU_SparcLab","NMSU_SparcLab",-11755651.2304,4352352.4527,90,"2023-06-11","2023-06-11",200,2023
"91",91,"San Cristobal Soil Improvement Project","San Cristobal Ditch Association","Eligible Entity","N/A","Taos","Cropland; Rangeland; Orchard",15506.11,"Planting cover crops; no-till seeding; mulching; compost application; on-site wetland and riparian restoration; biochar application","This project will take place on various private properties within the San Cristobal valley that have historic irrigation rights and access to our acequia system. We Plan to use cover cropping, biochar compost, various amendments, mulching and mowing to maintain a ""living root"" and increase our soil biodiversity and heath.","San Cristobal",87564,"Y","Y","Y","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","San Cristobal Ditch Association","NMSU_SparcLab","NMSU_SparcLab",-11759761.6908,4383015.3523,91,"2023-06-11","2023-06-11",50,2023
"92",92,"Vigil y Romo Soils Restoration Initiative","Vigil y Romo Acequia Association","Eligible Entity","N/A","Taos","Cropland",19090.4,"Planting cover crops; adopting no-till; mulching; compost application; soil microbial stimulation and inoculation","The project will take place on 35 acres over four parcels, each in a different phase of soil restoration. All acres will be seeded with cover crop mixture. We will develop and demonstrate techniques for building healthy soil in drought conditions through: no-till seeding, cover cropping, mulching, and compost application.","Taos",87571,"Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","Y","Y","Y","N","N","Vigil y Romo Acequia","NMSU_SparcLab","NMSU_SparcLab",-11753870.6797,4355750.559,92,"2023-06-11","2023-06-11",35,2023
"93",93,"On-site composting to treat mastication chip biomass","Pueblo of Santa Ana","Eligible Entity","N/A","Sandoval","Forest Land",39709.1,"Compost application; soil microbial stimulation and inoculation; on-site wetland and riparian restoration","The Pueblo is requesting funds to treat 9.5 acres of degraded forest by composting on-site wood chips created in mastication operations. Chip biomass is currently covering soil up to a depth of six inches or more preventing reseeding and planting native species or allowing the seed bank to naturally germinate.","Santa Ana Pueblo",87004,"N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","Y","Y","Y","N","Pueblo of Santa Ana","NMSU_SparcLab","NMSU_SparcLab",-11859020.4598,4210733.9108,93,"2023-06-11","2023-06-11",10,2023
"94",94,"Catalyzing soil health stewardship by providing hands-on learning and materials for farmers and gardeners in Ciudad SWCD","Ciudad SWCD","Eligible Entity","N/A","Bernalillo","Cropland",6877.37,"Planting cover crops; adopting conservation tillage; mulching; compost production & application; soil microbial stimulation and inoculation","This project will offer hands-on workshops and demonstration fields, custom cover crop seed mixes and discounted Johnson-Su bioreactor kits. The project will provide information and tools to encourage the use of soil health principles for both farm and garden soils, to address widespread soil compaction and limited biodiversity.","Albuquerque",87107,"Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","Y","Y","Y","N","N","Ciudad SWCD","NMSU_SparcLab","NMSU_SparcLab",-11865242.9036,4186440.1239,94,"2023-06-11","2023-06-11",12,2023
"95",95,"Evaluating Treated Municipal Wastewater for Winter Cover Cropping to Protect the Soil, Promote Soil Health, and Protect Freshwater Sources","M-Scar Farm","Eligible Entity","N/A","Quay","Cropland",62409.7,"Planting cover crops; soil microbial stimulation and inoculation; application of nutrient-laden treated municipal wastewater","An evaluation of the effects of treated municipal wastewater irrigation on soil microbes under small grain cover crops that can be used as green manure crops or harvested on 2-acres as well as in different soil types under various annual and perennial cropping systems after 10 years on 85 acres.","Tucumcari",88401,"Y","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","Y","N","Y","NMSU Cooperative Extension Service","NMSU_SparcLab","NMSU_SparcLab",-11542824.7009,4191655.3791,95,"2023-06-11","2023-06-11",85,2023
"96",96,"Guadalupe Soil and Water Conservation District Soil & Seed Program","Guadalupe SWCD","Eligible Entity","N/A","Guadalupe","Cropland",73802.11,"Planting cover crops;  no-till seeding; integrated crop-livestock systems","The creation of this program will benefit 150-200 acres of cropland to address loss of topsoil by wind and water erosion, low soil organic matter, and low infiltration and percolation by providing informational soil tests, implementing cover crop, and promoting no-till seeding techniques to all landowners within the district.","Santa Rosa",88435,"Y","N","N","N","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","N","N","Guadalupe SWCD","NMSU_SparcLab","NMSU_SparcLab",-11652993.8251,4155513.5062,96,"2023-06-11","2023-06-11",150,2023
"97",97,"Improving soil quality and health on native rangeland.","Lea SWCD","Eligible Entity","N/A","Lea","Rangeland",88087,"Prescribed grazing; composted maure application","Improve rangeland health and production, applying compost and prescribed grazing over a 350-acre pasture. Compost made from horse manure and bedding and applied after January 2023. The goal, address drought-degraded range using soil health principles of improved cover, microbe diversity, and organic matter to regenerate the grassland.","Lovington",88260,"N","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","Y","N","N","Lea SWCD","NMSU_SparcLab","NMSU_SparcLab",-11504390.8147,3890747.3104,97,"2023-06-11","2023-06-11",350,2023
"98",98,"Valencia SWCD 2022 Soil Testing Pilot Grant","M-Scar","Eligible Entity","N/A","Valencia","Cropland; Rangeland; Orchard; Forest Land",3705.24,"Soil testing and on-the-ground soil evaluations with tool rentals","The Project will accommodate all of Valencia SWCD boundary. This is a continuation of what Valencia SWCD already does, this project will help land owners understand what is beneath their feed. It will also help with soil tool rental so farmers and ranchers could evaluate their lands.","Belen",87002,"Y","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Valencia SWCD","NMSU_SparcLab","NMSU_SparcLab",-11881808.5289,4118780.6679,98,"2023-06-11","2023-06-11",NA,2023
"99",99,"Soil health strategies for Middle Rio Grande salt-affected soils","Middle Rio Grande Conservancy District","Eligible Entity","N/A","Socorro","Cropland",5720.24,"Planting mixed cover crops; conservation tillage; residue management; compost and manure application; nutrient management","This 10 ac. irrigated cropland project will address these soil resource concerns: compaction; soil organic matter depletion; aggregate instability; and soil organism habitat loss or degradation. This project will implement these conservation practices to address those resource concerns: cover crops; reduced tillage; residue management; irrigation water management; and nutrient/salinity/sodicity management.","Bosque",87006,"Y","N","N","N","N","N","Y","N","N","Y","N","N","N","N","Y","Y","N","N","Y","Middle Rio Grande Conservancy District","NMSU_SparcLab","NMSU_SparcLab",-11891478.452,4087918.6486,99,"2023-06-11","2023-06-11",10,2023
"100",100,"Education, Application, and Analysis of Soil Testing","Southwest Quay SWCD","Eligible Entity","N/A","Quay","Cropland; Rangeland",3864.12,"Soil Testing and Analysis","We will work with all the landowners in our district to conduct soil sample testing throughout 360,000 acres of land. This consists of both crop and range land. This will allow us to show producers what their land is lacking and what practices they can implement to improve soil heath.","Melrose",88124,"Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Southwest Quay SWCD","NMSU_SparcLab","NMSU_SparcLab",-11521058.8679,4089322.9433,100,"2023-06-11","2023-06-11",NA,2023
"101",101,"Pueblo of Tesuque-Soil Fertility Study","Pueblo of Tesuque","Eligible Entity","N/A","Santa Fe","Cropland",18849,"Planting cover crops; multi-cropping; conservation tillage; mulching; compost & manure application; soil microbial stimulation and inoculation","We will test the soil prior to planting, and at the end of the project. We will plant oats, barely, winter wheat, and beans. We will have a control area. We practice reduced till, application of organic matter (manure). We will harvest and measure biomass. We will measure soil fertility.","Tesuque Pueblo",87506,"Y","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","Y","Y","Y","N","N","Pueblo of Tesuque","NMSU_SparcLab","NMSU_SparcLab",-11796808.5423,4275434.547,101,"2023-06-11","2023-06-11",1,2023
"102",102,"Soil Function Rehabilitation and Wildlife Farming at Candelaria Nature Preserve","Ciudad SWCD","Eligible Entity","N/A","Bernalillo","Cropland; Conservation Lands",57361,"Establishing pollinator habitat and hedgerows; no-till; sheet mulching; compost application; soil microbial stimulation and inoculation; invasive species removal","The project will use sheet mulching, inoculation, and increased irrigation efficiencies to develop beds for perennial pollinator support species, while reducing compaction, increasing microbial diversity and water retention. Native species will be planted in basins and hedgerows with mulch to prevent invasive species while wildlife farming utilizes ongoing no-till management.","Albuquerque",87107,"Y","N","N","N","N","Y","N","Y","Y","Y","N","N","N","N","Y","Y","Y","N","Y","Ciudad SWCD","NMSU_SparcLab","NMSU_SparcLab",-11875421.8343,4181916.8232,102,"2023-06-11","2023-06-11",37,2023
"103",103,"Increasing Biodiversity in Torrance County for a Thriving Community","Santa Fe Farms","Individual Applicant","Edgewood SWCD","Torrance","Cropland",11710.73,"Diverse cover crop; livestock-crop integration; bee colonies; hedgerows","SFF is requesting funding to revitalize 500-acres of depleted farmland. SFF will utilize the funding to implement four projects in 2020 that will increase the biodiversity of the property, reduce soil erosion, restore the soil health, and offer educational opportunities to the community. SFF's five­year business model is directly interwoven with education as well as the five soil health principles.","Moriarty",87035,"Y","N","N","N","N","N","Y","Y","N","N","N","Y","N","N","N","N","N","N","Y","Edgewood SWCD","NMSU_SparcLab","NMSU_SparcLab",-11804932.2041,4155964.4198,103,"2023-06-11","2023-06-11",537,2020
"104",104,"Incorporating Livestock Grazing, Cover Crops and Nutrient Management into Soil Health","Loeffler Farms, Bluewater Heritage Ranch, M&R Enterprises, Three Crosses Farms","Individual Applicant","Lava SWCD","Cibola","Cropland; Rangeland",11138.1,"Diverse cover crop; no-till; planned grazing; range planting","Cover crops will be planted using a unique utv pull behind no till drill and will be done on both rangeland and irrigated farmland in this project. The seeding rates and species will be based on the observations and results of previous projects and observations completed on farms and ranches in Cibola County. This project will include evaluations that will look at the benefits of introducing grazing into the soil health journey versus not including grazing to see if soil health benefits are accelerated from including grazing. This project will also evaluate the effectiveness of applying nutrients as recommended from ""standard soils"" tests to determine whether there is any added benefits seen amongst germination and growth of applying nutrients as opposed to simply using cover crops in place of nutrients.","Milan",87021,"Y","Y","N","N","N","N","Y","N","Y","Y","N","N","Y","N","N","N","N","N","N","Lava SWCD","NMSU_SparcLab","NMSU_SparcLab",-12010722.4639,4187178.7689,104,"2023-06-11","2023-06-11",122,2020
"105",105,"JAL Farms LLC","JAL Farms LLC","Individual Applicant","De Baca SWCD","De Baca","Orchard; Irrigated Pasture",20857.85,"Planting native grasses and other native vegetation; Compost application; Soil microbial stimulation and inoculation; Planting cover crops; Planned grazing with appropriate graze and recovery periods and herd effect; Adopting no-till or conservation tillage; Biochar production/application","The proposed project will improve biodiversity by inter-seeding season specific pollinator plants, and by increasing soil organic matter with conditioned biochar plus targeted poultry management to improve permanent establishment of perennial warm season and native species.  Project activities will cover 7.5 acres of irrigated land.","Fort Sumner",88119,"N","Y","Y","N","N","N","Y","N","Y","Y","N","N","Y","N","N","Y","Y","N","Y","De Baca SWCD","NMDA_ndb","NMDA_ndb",-11601796.5147,4090972.637,105,"2024-08-22","2024-08-22",8,2024
"106",106,"Dobie Farms","Jean Fulton and Sonya Cooper, ""Dobie Farms""","Individual Applicant","Doña Ana SWCD","Doña Ana","Orchard",1353.65,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Multi-cropping; Adopting no-till or conservation tillage; Mulching; Soil microbial stimulation and inoculation","Our pecan orchard suffered from long-term tilling under several previous owners. We want to improve our existing cover crop and the soil biodiversity by introducing a nine-species blend of grasses, legumes, and forbs inoculated with a powdered Endomycorrhiza/Ectomycorrhiza blend. Specialized microbial soil testing will quantify the results over time.","Las Cruces",88001,"N","N","Y","N","N","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","Doña Ana SWCD","NMDA_ndb","NMDA_ndb",-11890717.6263,3796668.0856,106,"2024-08-22","2024-08-22",18,2024
"107",107,"Luna Llena Farm","Luna Llena Farm","Individual Applicant","Ciudad SWCD","Bernalillo","Cropland",23250.7,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Multi-cropping; Adopting no-till or conservation tillage; Mulching; Compost application","We at Luna Llena Farm are in the process of transforming a once conventionally managed farm that for the last several years has gone unmanaged into a sustainable, ecologically flourishing, mixed produce farm using healthy soil and regenerative management practices.","Albuquerque",87105,"Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","N","N","Ciudad SWCD","NMDA_ndb","NMDA_ndb",-11878228.7563,4170275.9515,107,"2024-08-22","2024-08-22",1,2024
"108",108,"Harmony Farm","Anastasia Sheldon of Harmony Farm","Individual Applicant","Taos SWCD","Taos","Cropland; Orchard; Subsistence/Community Garden; Wildlife Habitat",7813.3,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Multi-cropping; Adopting no-till or conservation tillage; Mulching; Compost application; Soil microbial stimulation and inoculation","3ac of mixed crop & orchard. a. Prolong water days b. Improve soil  c. Create pollinator habitat by creating  a. irrigation & water storage, b. cover crops c. Bat/bird boxes. Add 3 1000 gal. acequia & rainwater tanks, headgates, irrigation to improve retention, healthy root, environment for keystone species: earthworm.","Taos",87571,"Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","N","Taos SWCD","NMDA_ndb","NMDA_ndb",-11751798.556,4353979.2609,108,"2024-08-22","2024-08-22",3,2024
"109",109,"Jeff LeBlanc","Jeff LeBlanc","Individual Applicant","Grant SWCD","Grant","Cropland",2303.39,"Planting cover crops; Planting perennials/hedgerows; Planting native grasses and other native vegetation; Multi-cropping; Adopting no-till or conservation tillage; Mulching; Compost application; Soil microbial stimulation and inoculation; Syntropic agriculture (crop n' drop)","This is a regenerative agriculture and native species reforestation project on 0.24 acres of cropland. We'll address bare soil, soil compaction, low soil organic matter, poor water infiltration, lack of biodiversity, and poor soil structure by mulching, using cover crops, no-till, creating pollinator habitat, and planting a field border.","Arenas Valley",88022,"Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","Y","Grant SWCD","NMDA_ndb","NMDA_ndb",-12044615.2411,3866373.5693,109,"2024-08-22","2024-08-22",0,2024
"110",110,"David & Christi Windham","David & Christi Windham","Individual Applicant","Central Curry SWCD","Curry","Rangeland",7518.4,"Planned grazing with appropriate graze and recovery periods and herd effect; Soil microbial stimulation and inoculation; Planting cover crops; Planting native grasses and other native vegetation","Our plan to increase soil organic matter and improve infiltration utilizes 9.7 acres of rangeland.   We will address these concerns by: - Interseeding a cover crop and rangeland grass mixture (addresses soil compaction) - Implementing bale grazing (supplemental organic matter) - Grazing Sheep (stimulate plant production) (utilize manure and urine as fertilizer)","Melrose",88124,"N","Y","N","N","N","N","Y","N","Y","N","N","N","Y","N","N","N","Y","N","N","Central Curry SWCD","NMDA_ndb","NMDA_ndb",-11537517.127,4089407.7134,110,"2024-08-22","2024-08-22",10,2024
"111",111,"Gray Mercer","Gray Mercer","Individual Applicant","Taos SWCD","Taos","Cropland; Orchard",8934.86,"Planting cover crops; Adopting no-till or conservation tillage; Mulching; Soil microbial stimulation and inoculation","Amount of land - 7.5 acres.  Type of land - cropland orchard.  Soil health-related resource concerns - increase biodiversity, cover crop density, root aeration increase, soil moisture retention.  Agricultural/conservation practice - remove sagebrush, no till seeding cover crop, no till seeding winter hardy mix 1st quarter, no till seed spring mix in 3rd quarter.","El Prado",87529,"Y","N","Y","N","N","N","Y","N","N","Y","N","N","N","N","Y","N","Y","N","N","Taos SWCD","NMDA_ndb","NMDA_ndb",-11756556.3073,4364563.085,111,"2024-08-22","2024-08-22",8,2024
